species_1,species_2,16S,gyrB,icd,napA,narG,narK,nirB,nirK,nirS,norB
aql,pfl,2374.5,,1585.5,,,,,,,
aql,pmh,2024.5,,891.0,,,,,,,
aql,pps,,,835.5,,,,,,,
aql,ppu,2363.5,,1585.5,,,919.5,,,,
aql,psa,940.5,,1582.5,1872.0,4522.5,1156.5,,2808.0,,1749.0
aql,rbd,2329.5,,894.0,,,,,,,
aql,rfr,2527.0,,1527.0,1920.0,4392.0,882.0,,2692.5,,967.5
aql,rhc,2030.5,,846.0,,,,,2308.5,,
aql,rpa,2188.0,,849.0,,,,,,,1392.0
aql,rso,2557.0,,1723.5,2065.5,4954.5,955.5,,2547.0,,994.5
aql,sau,2080.0,,1044.0,1234.5,2677.5,,,,,
aql,sco,2033.5,,853.5,1576.5,3411.0,931.5,,2007.0,,
aql,sfr,2363.0,,772.5,,,846.0,,1780.5,,900.0
aql,sil,2041.5,,897.0,,,,,,,1386.0
aql,slr,1961.5,,864.0,,,,,,,
aql,son,2363.5,,820.5,,,,,,,
aql,spe,2322.5,,1597.5,1894.5,4189.5,1288.5,,2235.0,,
aql,spy,1756.5,,,,,,,,,
aql,srr,2302.5,,1629.0,1914.0,4245.0,1320.0,,2317.5,,
aql,syn,2081.5,,1132.5,,,,,,,913.5
aql,tpo,1935.5,,,,,,,,,
aql,ttu,2277.0,,856.5,,,916.5,,2277.0,,
aql,vch,2331.5,,837.0,,,,,,,
aql,vpa,2146.0,,810.0,,,,,1767.0,,
aql,wbr,2250.0,,,,,,,,,
aql,xcc,2367.5,,903.0,,,934.5,,2946.0,,
aql,xoo,2364.5,,882.0,,,,,,,
aqs,aaa,2514.5,3208.5,1536.0,1986.0,4537.5,988.5,,2787.0,,
aqs,aaci,2041.0,2346.0,817.5,1597.5,,973.5,,,,1029.0
aqs,aalg,1930.5,2038.5,754.5,,,813.0,,,,970.5
aqs,aamb,1470.5,,819.0,1158.0,2445.0,711.0,,,,
aqs,aaq,2051.0,2218.5,874.5,1645.5,3432.0,876.0,,,,
aqs,aaqi,2059.5,1587.0,700.5,,,,,,,
aqs,aaqu,2586.5,3046.5,1494.0,,,,,,,1035.0
aqs,aasc,2224.0,2335.5,819.0,1572.0,3409.5,885.0,,,,
aqs,aba,2043.0,2439.0,1206.0,,,,,,,1033.5
aqs,abo,2367.0,2800.5,805.5,1740.0,4062.0,904.5,,2214.0,,
aqs,ace,2061.0,2277.0,832.5,1498.5,1321.5,927.0,,1606.5,,
aqs,acet,2227.0,2353.5,834.0,,,867.0,,,,936.0
aqs,achr,2602.0,3303.0,1587.0,2215.5,5131.5,957.0,,2748.0,,1047.0
aqs,acib,2026.5,1584.0,655.5,,,,,,,
aqs,acid,2556.5,3235.5,877.5,1989.0,4513.5,955.5,,2839.5,,1677.0
aqs,acii,2445.0,2860.5,1296.0,753.0,,751.5,,2505.0,,1027.5
aqs,acin,2552.0,3232.5,880.5,,,958.5,,2838.0,,
aqs,acio,2554.0,3190.5,1591.5,1990.5,,933.0,,2791.5,,1645.5
aqs,acip,2559.5,3249.0,882.0,2008.5,4497.0,961.5,,2800.5,,1677.0
aqs,acis,2559.5,3249.0,1558.5,2008.5,4497.0,1227.0,,2800.5,,1677.0
aqs,ack,2571.5,3192.0,852.0,1974.0,4492.5,990.0,,2817.0,,1059.0
aqs,acom,2643.5,3393.0,847.5,,,,,2727.0,,1791.0
aqs,acr,2177.0,2563.5,850.5,1956.0,4306.5,997.5,,2059.5,,
aqs,acra,2516.5,3186.0,882.0,1989.0,4479.0,936.0,,2842.5,,
aqs,acry,2067.5,2319.0,855.0,,3498.0,1128.0,,1704.0,,
aqs,acto,1943.5,2100.0,754.5,1591.5,3388.5,1030.5,,,,
aqs,actt,2029.5,2277.0,822.0,1530.0,3238.5,1002.0,,,,
aqs,acu,2095.5,2673.0,1257.0,1560.0,3465.0,958.5,,2389.5,,
aqs,ade,2148.0,2649.0,1314.0,1485.0,3399.0,1182.0,,,,1060.5
aqs,adi,2393.0,2823.0,1438.5,1843.5,4272.0,975.0,,2410.5,,1050.0
aqs,adk,2508.5,3180.0,1569.0,1983.0,4486.5,988.5,,2778.0,,1050.0
aqs,adn,2508.5,3187.5,1570.5,1995.0,4483.5,982.5,,2776.5,,1048.5
aqs,adt,2592.0,3279.0,1536.0,2158.5,5172.0,952.5,,,,
aqs,aeb,2016.0,2098.5,841.5,1632.0,3484.5,862.5,,,,
aqs,aeh,2354.0,2944.5,1116.0,1884.0,4534.5,939.0,,2296.5,,1375.5
aqs,aei,2388.0,2272.5,757.5,1650.0,3939.0,979.5,,,,
aqs,aep,1962.0,2446.5,825.0,1879.5,4320.0,927.0,,,,
aqs,aev,1930.5,1938.0,745.5,,,,,,,1011.0
aqs,aez,2031.0,2326.5,841.5,1563.0,3562.5,888.0,,,,
aqs,afa,2598.0,3078.0,1495.5,,,,,,,1033.5
aqs,afc,2019.0,1591.5,622.5,,,,,,,883.5
aqs,afi,2311.5,2656.5,1273.5,1519.5,3453.0,841.5,,2439.0,,
aqs,afla,1970.0,2002.5,741.0,,,823.5,,1330.5,,
aqs,afq,2589.5,3051.0,1489.5,,,,,,,1032.0
aqs,agc,2124.0,2601.0,831.0,,,,,2224.5,,1336.5
aqs,agt,2169.0,2547.0,832.5,,,,,2311.5,,1348.5
aqs,agv,1880.0,2452.5,1356.0,,,,,,,1012.5
aqs,aht,1975.0,2457.0,880.5,,,,,2293.5,,1341.0
aqs,ahu,2202.0,2635.5,835.5,,,,,2367.0,,1393.5
aqs,ahz,1952.5,1803.0,666.0,,,748.5,,,,
aqs,ais,2599.5,3271.5,843.0,2160.0,5038.5,964.5,,2707.5,,1042.5
aqs,aji,2055.0,2346.0,813.0,,,,,,,
aqs,ajs,2527.0,3193.5,1512.0,2017.5,4489.5,1000.5,,2812.5,,1057.5
aqs,aka,2543.5,3024.0,675.0,1326.0,1443.0,886.5,,,,
aqs,alg,2236.0,2370.0,820.5,,,,,,,820.5
aqs,ali,2164.0,2641.5,837.0,,,,,2340.0,,1374.0
aqs,aln,2370.0,2797.5,805.5,1740.0,4065.0,904.5,,2214.0,,
aqs,alp,2074.5,1636.5,682.5,,,754.5,,,,886.5
aqs,als,1924.5,1954.5,675.0,,,822.0,,,,
aqs,alti,1939.5,2062.5,790.5,,,,,,,
aqs,alv,2335.0,2283.0,1524.0,,,,,,,1030.5
aqs,amah,2900.0,4968.0,855.0,2934.0,7077.0,964.5,,4869.0,,2652.0
aqs,amc,2320.0,,762.0,,3894.0,987.0,,1989.0,,
aqs,ame,,,676.5,,,,,,,
aqs,amh,2304.0,2446.5,,1681.5,3897.0,891.0,,1999.5,,
aqs,ami,2054.0,2494.5,832.5,1665.0,3631.5,1083.0,,1651.5,,
aqs,amih,2158.5,2614.5,831.0,,,978.0,,2388.0,,1335.0
aqs,amol,2042.0,1572.0,622.5,,,,,,,
aqs,amr,2087.5,2047.5,787.5,,,456.0,,,,982.5
aqs,ams,2054.5,2089.5,849.0,1624.5,3531.0,882.0,,,,
aqs,amv,2188.5,2559.0,846.0,1966.5,4324.5,997.5,,2307.0,,
aqs,amyb,2079.5,2470.5,843.0,1600.5,3468.0,1105.5,,1587.0,,
aqs,amyy,2029.0,2559.0,834.0,1609.5,3520.5,915.0,,1642.5,,
aqs,ane,2020.0,2143.5,781.5,1639.5,3424.5,1011.0,,,,1048.5
aqs,anp,1968.0,1977.0,745.5,,,,,,,
aqs,ant,2063.0,1615.5,669.0,,,,,,,
aqs,aoa,2500.0,3468.0,864.0,,,903.0,,2790.0,,1837.5
aqs,aol,2154.5,2650.5,825.0,,,973.5,,2335.5,,1311.0
aqs,aon,2606.5,3316.5,1581.0,2014.5,4692.0,942.0,,2760.0,,1717.5
aqs,aos,2032.5,2427.0,799.5,1633.5,3438.0,987.0,,,,1051.5
aqs,apac,2391.0,2967.0,1411.5,,,997.5,,2394.0,,1045.5
aqs,ape,1472.5,,967.5,1285.5,3256.5,,,,,
aqs,apn,2054.0,2362.5,841.5,1623.0,3559.5,1039.5,,1693.5,,
aqs,apoc,2028.0,1584.0,645.0,,,,,,,
aqs,apom,2227.0,2353.5,834.0,,,867.0,,,,951.0
aqs,app,2596.0,3189.0,1668.0,,,954.0,,2712.0,,1041.0
aqs,apre,2083.5,2488.5,834.0,1638.0,3628.5,1083.0,,1650.0,,
aqs,aprs,2421.5,2947.5,1282.5,1816.5,4354.5,949.5,,,,1000.5
aqs,aqa,1973.5,1776.0,675.0,,,754.5,,,,
aqs,aql,2718.0,,1701.0,2422.5,5605.5,1300.5,,2950.5,,1891.5
aqs,aqs,3090.0,5364.0,2490.0,3102.0,7380.0,2760.0,,5418.0,,2856.0
aqs,arc,2080.0,1594.5,655.5,,,681.0,,,,
aqs,arl,2059.0,2391.0,865.5,1668.0,3631.5,927.0,,1704.0,,
aqs,arm,2024.0,2025.0,853.5,1632.0,3526.5,927.0,,,,
aqs,aro,2178.0,2572.5,829.5,,,,,2310.0,,1360.5
aqs,art,2028.5,2380.5,840.0,1674.0,3565.5,892.5,,1708.5,,
aqs,artp,2054.5,2383.5,840.0,1629.0,3528.0,904.5,,1719.0,,
aqs,aru,2056.5,2389.5,873.0,1653.0,3556.5,897.0,,1737.0,,
aqs,ary,2063.5,2391.0,861.0,1677.0,3655.5,1080.0,,1708.5,,
aqs,asc,1444.5,,1038.0,,,,,,,1015.5
aqs,asd,2037.5,2218.5,820.5,1572.0,3439.5,1053.0,,,,
aqs,asip,2249.5,2487.0,1392.0,,,,,,,864.0
aqs,ask,2044.0,1593.0,634.5,,,,,,,
aqs,asl,1745.0,1930.5,691.5,,,,,,,
aqs,asv,2227.0,2362.5,834.0,,,867.0,,,,945.0
aqs,asw,2600.5,3277.5,1588.5,,,,,2650.5,,
aqs,ata,2168.5,2559.0,813.0,,,,,2295.0,,1348.5
aqs,atp,2035.5,1629.0,628.5,,,,,,,892.5
aqs,atu,2152.0,2484.0,831.0,,,,,2293.5,,1336.5
aqs,atw,2555.0,3337.5,868.5,2001.0,4582.5,960.0,,2716.5,,1185.0
aqs,ava,2046.0,1819.5,1068.0,,,,,,,
aqs,axy,2581.0,3222.0,1552.5,2214.0,5095.5,972.0,,2689.5,,1057.5
aqs,aza,2557.0,3298.5,844.5,,,931.5,,2628.0,,1767.0
aqs,azc,2165.5,2542.5,864.0,1957.5,4390.5,922.5,,2397.0,,
aqs,azd,2596.5,3286.5,867.0,1812.0,4143.0,922.5,,2725.5,,1716.0
aqs,azi,2575.0,3264.0,1773.0,1786.5,4120.5,930.0,,2707.5,,1753.5
aqs,azl,2168.5,2617.5,826.5,,,,,2331.0,,1363.5
aqs,azm,2195.5,2644.5,835.5,1771.5,4038.0,969.0,,2374.5,,
aqs,azo,2615.5,3468.0,867.0,,,910.5,,2791.5,,1851.0
aqs,azq,2624.0,3274.5,1755.0,1845.0,4201.5,964.5,,2851.5,,1803.0
aqs,azr,2640.0,3528.0,871.5,,,936.0,,2781.0,,1840.5
aqs,azt,2199.0,2712.0,858.0,,,,,2331.0,,1381.5
aqs,azz,2230.0,2674.5,906.0,,,978.0,,2377.5,,1389.0
aqs,babb,2146.5,2484.0,834.0,1965.0,4132.5,898.5,,,,1321.5
aqs,babr,2146.5,2484.0,835.5,1965.0,4135.5,897.0,,,,1321.5
aqs,bac,2558.0,3163.5,847.5,1902.0,4264.5,978.0,,,,
aqs,bacb,2174.5,2086.5,1219.5,1387.5,3204.0,798.0,,1399.5,,
aqs,bacl,2160.0,2064.0,1158.0,1381.5,3180.0,855.0,,1380.0,,
aqs,baco,2156.0,2187.0,1209.0,1465.5,3258.0,880.5,,,,
aqs,bacp,2171.5,2086.5,1224.0,1371.0,3223.5,811.5,,1416.0,,
aqs,bacs,2174.5,2098.5,1218.0,1357.5,3268.5,772.5,,,,
aqs,bacy,2171.0,2058.0,1156.5,1380.0,3193.5,850.5,,1378.5,,
aqs,bae,2169.5,1990.5,1185.0,1354.5,3082.5,789.0,,1372.5,,
aqs,bag,2106.0,2191.5,1351.5,1501.5,3231.0,823.5,,,,
aqs,bage,2322.0,2661.0,1398.0,1732.5,4218.0,1060.5,,2127.0,,
aqs,bah,2058.0,1846.5,1125.0,1075.5,2862.0,661.5,,,,
aqs,bai,2064.0,1845.0,1125.0,1245.0,2859.0,661.5,,,,
aqs,bao,2135.0,2103.0,1213.5,1405.5,3205.5,819.0,,,,
aqs,bapi,2166.0,2329.5,787.5,1675.5,3966.0,1122.0,,,,
aqs,baq,2141.0,2077.5,1224.0,1390.5,3243.0,813.0,,,,
aqs,bar,2059.0,1845.0,1125.0,1075.5,2859.0,661.5,,,,
aqs,bast,1960.0,2314.5,826.5,,,,,,,
aqs,bat,2065.0,1845.0,1138.5,1245.0,2862.0,661.5,,,,
aqs,bax,2132.5,1845.0,1138.5,1075.5,2862.0,661.5,,,,
aqs,bay,2168.0,2077.5,1224.0,1396.5,3219.0,816.0,,1411.5,,
aqs,baz,2163.5,2103.0,1216.5,1405.5,3205.5,819.0,,,,
aqs,bbet,2156.5,2592.0,,,,1170.0,,2328.0,,1335.0
aqs,bbh,2568.5,3214.5,1555.5,,,,,,,
aqs,bbm,2565.5,3214.5,1555.5,,,,,,,
aqs,bbr,2568.5,3216.0,1555.5,,,,,,,
aqs,bbt,2138.5,2650.5,828.0,,,,,2314.5,,1348.5
aqs,bby,2165.0,1863.0,1107.0,1240.5,2841.0,678.0,,,,
aqs,bcad,1942.0,2017.5,783.0,,,,,,,906.0
aqs,bce,2070.0,1860.0,1105.5,1228.5,2839.5,678.0,,,,
aqs,bcl,2180.0,2109.0,1233.0,1444.5,3199.5,853.5,,1404.0,,
aqs,bfr,1877.5,2089.5,1108.5,,,,,,,
aqs,bja,2139.5,2542.5,835.5,,,1161.0,,2356.5,,1335.0
aqs,bjs,2144.0,2050.5,1146.0,1387.5,3198.0,844.5,,1344.0,,
aqs,bju,2148.5,2590.5,849.0,,,1152.0,,2340.0,,1026.0
aqs,bld,2139.5,2106.0,1266.0,1386.0,3252.0,865.5,,1458.0,,966.0
aqs,blh,2145.0,2109.0,1260.0,1407.0,3228.0,865.5,,1432.5,,958.5
aqs,bli,2157.0,2106.0,1249.5,1386.0,3252.0,826.5,,1458.0,,966.0
aqs,bly,1998.5,2358.0,853.5,1597.5,3571.5,,,,,
aqs,bma,2470.5,3091.5,1531.5,2037.0,4803.0,924.0,,2676.0,,1038.0
aqs,bmab,2546.5,3091.5,1531.5,2037.0,4815.0,1210.5,,2679.0,,1038.0
aqs,bmyc,2115.0,1882.5,1105.5,1266.0,2971.5,666.0,,,,
aqs,bnc,1973.0,1855.5,1114.5,1056.0,2850.0,661.5,,,,
aqs,boz,2600.5,2860.5,841.5,1876.5,4162.5,1194.0,,,,
aqs,bpa,2568.5,3219.0,1560.0,,,,,,,
aqs,bpz,2549.5,3069.0,1531.5,2049.0,4822.5,970.5,,2674.5,,1035.0
aqs,bql,2139.5,2103.0,1213.5,1405.5,3205.5,765.0,,,,
aqs,bqy,2176.0,2086.5,1219.5,1353.0,3204.0,777.0,,1383.0,,
aqs,bra,2150.5,2659.5,829.5,,,,,2295.0,,1354.5
aqs,bsau,2025.0,2080.5,838.5,1573.5,3519.0,934.5,,,,
aqs,bsui,1994.0,2491.5,837.0,1959.0,4374.0,939.0,,,,1318.5
aqs,bth,1620.0,1983.0,1089.0,,,,,,,
aqs,btr,2175.0,2029.5,700.5,,,,,,,
aqs,bxe,2487.5,3195.0,1549.5,,,966.0,,,,
aqs,cac,940.0,1701.0,,,,,,,,
aqs,cau,1905.0,2242.5,1083.0,,,,,,,
aqs,cgl,2070.0,2287.5,862.5,1558.5,3214.5,961.5,,,,
aqs,cko,293.5,2740.5,1429.5,1866.0,4219.5,979.5,,2230.5,,
aqs,ctu,2338.0,2781.0,1474.5,1899.0,4356.0,1120.5,,2295.0,,
aqs,ddn,2121.5,2460.0,1095.0,,,,,,,
aqs,dha,,,750.0,,,,,,,
aqs,dse,,,855.0,,,,,,,
aqs,eco,2352.0,2685.0,1416.0,1846.5,4198.5,1101.0,,,,
aqs,ent,2304.5,2667.0,1389.0,1825.5,3987.0,1083.0,,2112.0,,
aqs,esa,287.5,2784.0,1444.5,1902.0,4332.0,1117.5,,2305.5,,
aqs,fjo,1913.5,1851.0,699.0,,,762.0,,,,808.5
aqs,gme,2256.5,2557.5,852.0,1458.0,3408.0,901.5,,,,988.5
aqs,hde,2231.5,2194.5,1224.0,,,,,,,
aqs,hpy,1995.5,1852.5,1231.5,,,,,,,
aqs,kpn,2339.0,2824.5,1440.0,1836.0,4212.0,915.0,,2352.0,,
aqs,lap,2175.0,2514.0,856.5,,,,,2242.5,,
aqs,lmo,2155.0,1954.5,1147.5,,,,,,,
aqs,mag,2204.5,2698.5,850.5,,,,,2370.0,,1411.5
aqs,mcp,2046.0,1330.5,,,,,,,,
aqs,mlo,2131.5,2581.5,844.5,,,,,2310.0,,
aqs,mmu,,,789.0,,,,,,,
aqs,mtu,2071.0,2314.5,867.0,1539.0,3286.5,1116.0,,,,
aqs,mxa,2198.5,2707.5,1303.5,,,,,,,
aqs,nfa,2049.0,2488.5,855.0,1650.0,3571.5,1081.5,,,,
aqs,nme,,2839.5,814.5,,,,,,,976.5
aqs,nos,2020.5,1822.5,1045.5,,,826.5,,,,
aqs,npc,2005.5,2106.0,829.5,,,1057.5,,1653.0,,
aqs,nwi,2174.0,2559.0,811.5,1486.5,3286.5,867.0,,,,
aqs,pae,2416.5,3097.5,1519.5,1914.0,4681.5,961.5,,2764.5,,1761.0
aqs,pam,2324.5,2739.0,1384.5,,,,,2272.5,,
aqs,paq,2299.0,2736.0,1377.0,,,,,2274.0,,
aqs,par,2323.0,2331.0,781.5,1540.5,3657.0,862.5,,,,
aqs,pcr,2309.0,2298.0,1189.5,,,897.0,,1999.5,,
aqs,pdo,1974.5,2368.5,,,,,,,,
aqs,pfl,2367.0,2907.0,1444.5,,,,,,,
aqs,pmh,2023.0,1324.5,931.5,,,,,,,
aqs,pps,,,825.0,,,,,,,
aqs,ppu,2407.0,3019.5,1516.5,,,982.5,,,,
aqs,psa,939.0,2995.5,1524.0,1945.5,4702.5,1096.5,,2872.5,,1756.5
aqs,rbd,2310.0,2920.5,858.0,,,,,,,
aqs,rfr,2497.0,3168.0,1422.0,1954.5,4401.0,898.5,,2778.0,,1062.0
aqs,rhc,2023.0,2467.5,834.0,,,,,2337.0,,
aqs,rpa,2158.0,2593.5,850.5,,,,,,,1318.5
aqs,rso,2548.0,3225.0,1548.0,2151.0,5053.5,973.5,,2487.0,,1086.0
aqs,sau,2128.0,1906.5,1069.5,1224.0,2743.5,,,,,
aqs,sco,2056.0,2455.5,837.0,1605.0,3502.5,943.5,,1921.5,,
aqs,sfr,2342.0,2262.0,751.5,,,855.0,,1825.5,,924.0
aqs,sil,2008.5,2514.0,867.0,,,,,,,1399.5
aqs,slr,1942.0,2094.0,834.0,,,,,,,
aqs,son,2305.0,2532.0,790.5,,,,,,,
aqs,spe,2313.5,2805.0,1458.0,1882.5,4275.0,1126.5,,2317.5,,
aqs,spy,1737.0,1854.0,,,,,,,,
aqs,srr,2298.0,2802.0,1474.5,1866.0,4234.5,1170.0,,2350.5,,
aqs,syn,2035.0,1996.5,1125.0,,,,,,,933.0
aqs,tpo,1880.0,1791.0,,,,,,,,
aqs,ttu,2269.5,2635.5,829.5,,,945.0,,2215.5,,
aqs,vch,2298.5,2523.0,823.5,,,,,,,
aqs,vpa,2119.0,2448.0,771.0,,,,,1821.0,,
aqs,wbr,2232.0,1533.0,,,,,,,,
aqs,xcc,2361.5,2802.0,864.0,,,979.5,,3094.5,,
aqs,xoo,2358.5,2854.5,856.5,,,,,,,
arc,aaa,1990.5,1372.5,594.0,,,591.0,,,,
arc,aaci,1946.0,1221.0,1329.0,,,490.5,,,,
arc,aalg,1856.5,2164.5,2190.0,,,912.0,,,,
arc,aamb,1366.5,,897.0,,,960.0,,,,
arc,aaq,1989.0,1669.5,1515.0,,,594.0,,,,
arc,aaqi,2977.0,4368.0,3613.5,,,,,,,
arc,aaqu,2025.0,1684.5,721.5,,,,,,,
arc,aasc,2028.5,1860.0,669.0,,,693.0,,,,
arc,aba,1984.0,1588.5,838.5,,,,,,,
arc,abo,2092.0,1807.5,1977.0,,,655.5,,,,
arc,ace,1954.0,1380.0,549.0,,,529.5,,,,
arc,acet,2033.0,1818.0,691.5,,,841.5,,,,
arc,achr,2016.5,1428.0,598.5,,,568.5,,,,
arc,acib,2795.5,4063.5,3340.5,,,,,,,
arc,acid,2034.0,1539.0,1552.5,,,646.5,,,,
arc,acii,2048.5,1450.5,514.5,,,442.5,,,,
arc,acin,2038.5,1549.5,1528.5,,,648.0,,,,
arc,acio,2019.5,1578.0,594.0,,,670.5,,,,
arc,acip,2037.0,1537.5,1510.5,,,649.5,,,,
arc,acis,2037.0,1537.5,637.5,,,607.5,,,,
arc,ack,2013.0,1537.5,1524.0,,,634.5,,,,
arc,acom,2025.0,1533.0,1539.0,,,,,,,
arc,acr,1998.0,1297.5,561.0,,,439.5,,,,
arc,acra,2004.5,1507.5,1495.5,,,627.0,,,,
arc,acry,1963.5,1473.0,1477.5,,,561.0,,,,
arc,acto,1808.0,811.5,1095.0,,,498.0,,,,
arc,actt,1909.0,1494.0,580.5,,,621.0,,,,
arc,acu,1837.0,1453.5,529.5,,,808.5,,,,
arc,ade,2005.0,1156.5,532.5,,,402.0,,,,
arc,adi,2050.5,1497.0,642.0,,,619.5,,,,
arc,adk,1968.0,1378.5,570.0,,,594.0,,,,
arc,adn,1968.0,1384.5,573.0,,,604.5,,,,
arc,adt,2006.5,1455.0,612.0,,,592.5,,,,
arc,aeb,1942.0,1078.5,1392.0,,,543.0,,,,
arc,aeh,2017.5,1324.5,876.0,,,630.0,,,,
arc,aei,2059.0,2272.5,2218.5,,,910.5,,,,
arc,aep,1888.0,1483.5,601.5,,,574.5,,,,
arc,aev,1907.5,2188.5,2164.5,,,,,,,
arc,aez,1948.0,1210.5,1360.5,,,480.0,,,,
arc,afa,2026.0,1680.0,724.5,,,,,,,
arc,afc,2777.5,4087.5,3208.5,,,,,,,
arc,afi,2000.5,1558.5,625.5,,,711.0,,,,
arc,afla,1890.0,2229.0,2176.5,,,856.5,,,,
arc,afq,2022.0,1692.0,724.5,,,,,,,
arc,agc,2003.5,1405.5,579.0,,,,,,,
arc,agt,2029.0,1509.0,591.0,,,,,,,
arc,agv,1797.0,1113.0,552.0,,,,,,,
arc,aht,1887.5,1573.5,1525.5,,,,,,,
arc,ahu,1979.5,1329.0,577.5,,,,,,,
arc,ahz,1895.0,2322.0,2475.0,,,966.0,,,,
arc,ais,2011.0,1482.0,1458.0,,,613.5,,,,
arc,aji,1945.0,1189.5,1228.5,,,,,,,
arc,ajs,1991.0,1438.5,588.0,,,643.5,,,,
arc,aka,2007.5,1770.0,163.5,,,748.5,,,,
arc,alg,1998.5,2041.5,955.5,,,,,,,
arc,ali,1955.0,1368.0,579.0,,,,,,,
arc,aln,2093.5,1807.5,1975.5,,,655.5,,,,
arc,alp,2777.5,4023.0,3261.0,,,1678.5,,,,
arc,als,1910.5,2235.0,2440.5,,,897.0,,,,
arc,alti,1889.5,2152.5,2047.5,,,,,,,
arc,alv,1988.0,1365.0,597.0,,,,,,,
arc,amah,1951.5,1519.5,1636.5,,,718.5,,,,
arc,amc,2045.0,,2104.5,,,867.0,,,,
arc,ame,,,1083.0,,,,,,,
arc,amh,2051.5,2088.0,,,,798.0,,,,
arc,ami,1927.5,1201.5,525.0,,,510.0,,,,
arc,amih,1994.5,1450.5,561.0,,,592.5,,,,
arc,amol,2778.0,3915.0,3052.5,,,,,,,
arc,amr,1943.0,1842.0,2074.5,,,457.5,,,,
arc,ams,1950.5,1012.5,528.0,,,390.0,,,,
arc,amv,2000.5,1282.5,559.5,,,439.5,,,,
arc,amyb,1954.5,1230.0,546.0,,,538.5,,,,
arc,amyy,1941.5,1224.0,520.5,,,484.5,,,,
arc,ane,1917.5,967.5,1129.5,,,534.0,,,,
arc,anp,1915.0,2224.5,2161.5,,,,,,,
arc,ant,2814.0,3867.0,3277.5,,,,,,,
arc,aoa,1905.5,1443.0,1516.5,,,801.0,,,,
arc,aol,2049.0,1413.0,570.0,,,699.0,,,,
arc,aon,2019.5,1438.5,619.5,,,619.5,,,,
arc,aos,1910.5,1165.5,1174.5,,,565.5,,,,
arc,apac,2023.0,1500.0,604.5,,,627.0,,,,
arc,ape,1385.0,,669.0,,,,,,,
arc,apn,1998.0,1383.0,1485.0,,,541.5,,,,
arc,apoc,2776.0,4026.0,3117.0,,,,,,,
arc,apom,2033.0,1818.0,691.5,,,841.5,,,,
arc,app,1977.5,1471.5,595.5,,,747.0,,,,
arc,apre,1942.0,1191.0,522.0,,,508.5,,,,
arc,aprs,2043.0,1596.0,633.0,,,679.5,,,,
arc,aqa,1917.5,2415.0,2451.0,,,967.5,,,,
arc,aql,2068.0,,654.0,,,661.5,,,,
arc,aqs,2080.0,1594.5,655.5,,,681.0,,,,
arc,arc,3032.0,5208.0,4386.0,,,2562.0,,,,
arc,arl,1980.5,1377.0,1506.0,,,555.0,,,,
arc,arm,1971.0,1132.5,1501.5,,,624.0,,,,
arc,aro,2035.0,1489.5,583.5,,,,,,,
arc,art,1977.0,1413.0,1501.5,,,495.0,,,,
arc,artp,1992.5,1410.0,1452.0,,,468.0,,,,
arc,aru,2002.0,1398.0,1450.5,,,465.0,,,,
arc,ary,1985.0,1378.5,1509.0,,,514.5,,,,
arc,asc,1355.5,,685.5,,,,,,,
arc,asd,1924.5,1444.5,627.0,,,676.5,,,,
arc,asip,2004.5,1875.0,762.0,,,,,,,
arc,ask,2795.0,3978.0,3081.0,,,,,,,
arc,asl,1771.5,2374.5,2304.0,,,,,,,
arc,asv,2033.0,1827.0,687.0,,,841.5,,,,
arc,asw,2012.0,1579.5,630.0,,,,,,,
arc,ata,2028.5,1515.0,586.5,,,,,,,
arc,atp,2785.0,3873.0,2982.0,,,,,,,
arc,atu,2027.0,1473.0,573.0,,,,,,,
arc,atw,1987.5,1386.0,1476.0,,,622.5,,,,
arc,ava,1900.0,1891.5,930.0,,,,,,,
arc,axy,2009.0,1503.0,609.0,,,613.5,,,,
arc,aza,1949.0,1485.0,1539.0,,,712.5,,,,
arc,azc,2000.0,1305.0,570.0,,,409.5,,,,
arc,azd,1970.5,1461.0,1507.5,,,664.5,,,,
arc,azi,1976.0,1488.0,606.0,,,694.5,,,,
arc,azl,1968.5,1348.5,580.5,,,,,,,
arc,azm,1977.5,1335.0,579.0,,,550.5,,,,
arc,azo,2006.0,1414.5,1510.5,,,811.5,,,,
arc,azq,2038.5,1381.5,576.0,,,562.5,,,,
arc,azr,2008.0,1446.0,1560.0,,,774.0,,,,
arc,azt,1966.0,1308.0,618.0,,,,,,,
arc,azz,1989.5,1282.5,634.5,,,610.5,,,,
arc,babb,1997.5,1599.0,618.0,,,525.0,,,,
arc,babr,1997.5,1599.0,619.5,,,528.0,,,,
arc,bac,1986.0,1387.5,1492.5,,,513.0,,,,
arc,bacb,1974.5,2016.0,805.5,,,795.0,,,,
arc,bacl,1972.0,2124.0,841.5,,,883.5,,,,
arc,baco,1962.0,1917.0,816.0,,,772.5,,,,
arc,bacp,1968.5,2010.0,808.5,,,898.5,,,,
arc,bacs,1970.0,1983.0,822.0,,,786.0,,,,
arc,bacy,1968.0,2115.0,840.0,,,897.0,,,,
arc,bae,1971.0,2163.0,822.0,,,837.0,,,,
arc,bag,1927.0,1999.5,759.0,,,732.0,,,,
arc,bage,2050.0,1882.5,754.5,,,789.0,,,,
arc,bah,1934.5,2395.5,909.0,,,915.0,,,,
arc,bai,1931.5,2395.5,909.0,,,915.0,,,,
arc,bao,1948.5,2026.5,813.0,,,778.5,,,,
