species_1,species_2,16S,gyrB,icd,napA,narG,narK,nirB,nirK,nirS,norB
arc,bapi,2026.0,1977.0,742.5,,,808.5,,,,
arc,baq,1948.5,2023.5,811.5,,,780.0,,,,
arc,bar,1926.5,2395.5,909.0,,,915.0,,,,
arc,bast,1842.5,1398.0,589.5,,,,,,,
arc,bat,1931.0,2395.5,928.5,,,915.0,,,,
arc,bax,1995.5,2395.5,928.5,,,915.0,,,,
arc,bay,1971.0,2016.0,804.0,,,892.5,,,,
arc,baz,1963.5,2026.5,816.0,,,778.5,,,,
arc,bbet,2037.5,1360.5,,,,565.5,,,,
arc,bbh,1993.5,1435.5,580.5,,,,,,,
arc,bbm,1993.5,1434.0,580.5,,,,,,,
arc,bbr,1993.5,1425.0,580.5,,,,,,,
arc,bbt,2043.5,1410.0,573.0,,,,,,,
arc,bby,2023.5,2376.0,915.0,,,895.5,,,,
arc,bcad,1919.0,2158.5,2203.5,,,,,,,
arc,bce,1942.0,2385.0,912.0,,,901.5,,,,
arc,bcl,1975.5,2052.0,829.5,,,789.0,,,,
arc,bfr,1841.0,2035.5,693.0,,,,,,,
arc,bja,2041.5,1299.0,564.0,,,577.5,,,,
arc,bjs,1951.5,2139.0,849.0,,,889.5,,,,
arc,bju,2046.0,1341.0,565.5,,,574.5,,,,
arc,bld,1954.5,2073.0,825.0,,,859.5,,,,
arc,blh,1963.0,2056.5,829.5,,,856.5,,,,
arc,bli,1969.0,2073.0,768.0,,,757.5,,,,
arc,bly,1927.5,1407.0,1518.0,,,,,,,
arc,bma,1892.5,1381.5,619.5,,,534.0,,,,
arc,bmab,1962.5,1381.5,619.5,,,511.5,,,,
arc,bmyc,1981.0,2409.0,906.0,,,912.0,,,,
arc,bnc,1878.0,2388.0,913.5,,,916.5,,,,
arc,boz,1985.0,1729.5,1843.5,,,672.0,,,,
arc,bpa,1993.5,1423.5,580.5,,,,,,,
arc,bpz,1965.5,1377.0,618.0,,,526.5,,,,
arc,bql,1951.5,2026.5,813.0,,,723.0,,,,
arc,bqy,1974.5,2016.0,805.5,,,837.0,,,,
arc,bra,2054.0,1375.5,588.0,,,,,,,
arc,bsau,1961.5,924.0,1348.5,,,427.5,,,,
arc,bsui,1860.0,1611.0,622.5,,,537.0,,,,
arc,bth,1645.0,2220.0,658.5,,,,,,,
arc,btr,2048.5,2142.0,820.5,,,,,,,
arc,bxe,1872.0,1539.0,649.5,,,651.0,,,,
arc,cac,905.0,2500.5,,,,,,,,
arc,cau,1756.0,1579.5,1012.5,,,,,,,
arc,cgl,1969.0,1473.0,1747.5,,,747.0,,,,
arc,cko,243.5,1738.5,699.0,,,672.0,,,,
arc,ctu,2069.0,1669.5,690.0,,,687.0,,,,
arc,ddn,2067.0,1405.5,445.5,,,,,,,
arc,dha,,,930.0,,,,,,,
arc,dse,,,798.0,,,,,,,
arc,eco,2087.5,1759.5,750.0,,,763.5,,,,
arc,ent,2062.5,1848.0,726.0,,,730.5,,,,
arc,esa,236.0,1675.5,684.0,,,667.5,,,,
arc,fjo,1887.5,2452.5,2548.5,,,922.5,,,,
arc,gme,2094.0,1411.5,1924.5,,,616.5,,,,
arc,hde,2015.0,2002.5,834.0,,,,,,,
arc,hpy,2326.5,2475.0,847.5,,,,,,,
arc,kpn,2071.5,1672.5,687.0,,,558.0,,,,
arc,lap,2023.0,1623.0,568.5,,,,,,,
arc,lmo,1976.0,2257.5,870.0,,,,,,,
arc,mag,2031.5,1422.0,1617.0,,,,,,,
arc,mcp,1981.0,2241.0,,,,,,,,
arc,mlo,1981.0,1378.5,583.5,,,,,,,
arc,mmu,,,808.5,,,,,,,
arc,mtu,1947.5,1369.5,1552.5,,,595.5,,,,
arc,mxa,2024.0,1398.0,582.0,,,,,,,
arc,nfa,1961.5,1252.5,529.5,,,505.5,,,,
arc,nme,,1816.5,1896.0,,,,,,,
arc,nos,1894.0,1941.0,969.0,,,921.0,,,,
arc,npc,1976.5,973.5,1345.5,,,487.5,,,,
arc,nwi,2058.0,1434.0,556.5,,,768.0,,,,
arc,pae,2063.5,1386.0,594.0,,,639.0,,,,
arc,pam,2042.0,1788.0,729.0,,,,,,,
arc,paq,2019.5,1774.5,730.5,,,,,,,
arc,par,2049.5,2040.0,2137.5,,,847.5,,,,
arc,pcr,2053.5,2040.0,819.0,,,873.0,,,,
arc,pdo,1867.5,1527.0,,,,,,,,
arc,pfl,2042.5,1570.5,658.5,,,,,,,
arc,pmh,1916.0,2146.5,1074.0,,,,,,,
arc,pps,,,730.5,,,,,,,
arc,ppu,2042.0,1482.0,627.0,,,700.5,,,,
arc,psa,899.5,1471.5,675.0,,,576.0,,,,
arc,rbd,1978.0,1354.5,1461.0,,,,,,,
arc,rfr,2049.5,1561.5,741.0,,,709.5,,,,
arc,rhc,1926.5,1416.0,598.5,,,,,,,
arc,rpa,2064.5,1431.0,568.5,,,,,,,
arc,rso,1980.5,1474.5,606.0,,,562.5,,,,
arc,sau,2024.0,2424.0,940.5,,,,,,,
arc,sco,1980.5,1180.5,1332.0,,,456.0,,,,
arc,sfr,2037.0,2196.0,2284.5,,,877.5,,,,
arc,sil,1900.0,1437.0,1404.0,,,,,,,
arc,slr,1844.0,1881.0,888.0,,,,,,,
arc,son,2019.5,1993.5,2118.0,,,,,,,
arc,spe,2056.5,1698.0,717.0,,,720.0,,,,
arc,spy,1625.5,2143.5,,,,,,,,
arc,srr,2054.5,1705.5,696.0,,,682.5,,,,
arc,syn,1899.5,1743.0,892.5,,,,,,,
arc,tpo,1771.5,1797.0,,,,,,,,
arc,ttu,2026.0,1728.0,1951.5,,,789.0,,,,
arc,vch,2064.0,1927.5,2104.5,,,,,,,
arc,vpa,1950.5,2046.0,2212.5,,,,,,,
arc,wbr,2014.0,2359.5,,,,,,,,
arc,xcc,2073.0,1500.0,1636.5,,,664.5,,,,
arc,xoo,2070.0,1516.5,1624.5,,,,,,,
arl,aaa,2010.0,2413.5,960.0,1710.0,3879.0,1029.0,,1755.0,,
arl,aaci,2556.5,3157.5,2389.5,1933.5,,898.5,,,,
arl,aalg,1948.0,1726.5,1833.0,,,673.5,1614.0,,,
arl,aamb,1527.0,,618.0,1012.5,2092.5,565.5,,,,
arl,aaq,2821.5,3381.0,2977.5,2062.5,4258.5,1228.5,,,,
arl,aaqi,1949.5,1395.0,1563.0,,,,,,,
arl,aaqu,2023.5,2205.0,862.5,,,,,,,
arl,aasc,2066.0,2023.5,786.0,1297.5,2952.0,918.0,2106.0,,,
arl,aba,2056.0,2281.5,1041.0,,,,,,,
arl,abo,2114.5,2140.5,2059.5,1435.5,3285.0,741.0,2164.5,1621.5,,
arl,ace,2548.0,2803.5,868.5,1833.0,1515.0,984.0,2359.5,1854.0,,
arl,acet,2073.5,2034.0,810.0,,,838.5,1918.5,,,
arl,achr,2030.0,2418.0,934.5,1771.5,3795.0,987.0,,1777.5,,
arl,acib,1930.0,1363.5,1570.5,,,,,,,
arl,acid,2019.0,2341.5,2439.0,1681.5,3684.0,996.0,,1710.0,,
arl,acii,2110.0,2308.5,900.0,744.0,,777.0,,1686.0,,
arl,acin,2023.5,2329.5,2424.0,,,981.0,,1713.0,,
arl,acio,2016.5,2337.0,942.0,1680.0,,883.5,,1731.0,,
arl,acip,2022.0,2340.0,2430.0,1690.5,3705.0,993.0,,1717.5,,
arl,acis,2022.0,2340.0,916.5,1690.5,3705.0,927.0,,1717.5,,
arl,ack,2023.5,2322.0,2575.5,1675.5,3724.5,975.0,,1744.5,,
arl,acom,2115.0,2379.0,2496.0,,,,,1696.5,,
arl,acr,2016.0,2463.0,928.5,1699.5,3636.0,1033.5,,1623.0,,
arl,acra,1992.5,2304.0,2559.0,1675.5,3699.0,1017.0,,1732.5,,
arl,acry,2865.0,3666.0,3165.0,,4162.5,988.5,3295.5,2277.0,,
arl,acto,2468.0,2169.0,2469.0,2004.0,4398.0,964.5,,,,
arl,actt,2564.5,2991.0,858.0,1732.5,3946.5,916.5,,,,
arl,acu,1958.5,2224.5,951.0,1407.0,3045.0,879.0,,1599.0,,
arl,ade,2065.0,2517.0,1014.0,1588.5,3657.0,1017.0,,,,
arl,adi,2094.0,2328.0,891.0,1593.0,3595.5,966.0,1047.0,1726.5,,
arl,adk,2005.5,2400.0,955.5,1734.0,3885.0,1066.5,,1818.0,,
arl,adn,2005.5,2406.0,954.0,1737.0,3885.0,1063.5,,1834.5,,
arl,adt,2030.5,2446.5,924.0,1719.0,3781.5,1035.0,2601.0,,,
arl,aeb,2545.0,2178.0,2827.5,2152.5,4522.5,1078.5,,,,
arl,aeh,2152.5,2400.0,1338.0,1669.5,3745.5,910.5,,1645.5,,
arl,aei,2075.5,1704.0,1849.5,1123.5,2403.0,652.5,,,,
arl,aep,1907.5,2329.5,889.5,1585.5,3492.0,781.5,,,,
arl,aev,1993.0,1740.0,1914.0,,,,,,,
arl,aez,2560.0,3067.5,3006.0,2110.5,4515.0,1227.0,,,,
arl,afa,2027.5,2224.5,853.5,,,,,,,
arl,afc,1942.0,1359.0,1498.5,,,,,,,
arl,afi,2078.5,2140.5,930.0,1395.0,3012.0,762.0,,1606.5,,
arl,afla,1936.5,1723.5,1878.0,,,714.0,,1339.5,,
arl,afq,2031.0,2208.0,850.5,,,,,,,
arl,agc,2026.0,2307.0,897.0,,,,,1636.5,,
arl,agt,2071.0,2340.0,900.0,,,,,1653.0,,
arl,agv,1957.5,2398.5,997.5,,,,,,,
arl,aht,1949.0,2331.0,2319.0,,,,,1695.0,,
arl,ahu,2081.5,2458.5,888.0,,,,,1734.0,,
arl,ahz,1910.0,1602.0,1644.0,,,561.0,1437.0,,,
arl,ais,2027.5,2442.0,2749.5,1710.0,3711.0,988.5,2445.0,1746.0,,
arl,aji,2552.5,3148.5,2487.0,,,,,,,
arl,ajs,2022.5,2349.0,928.5,1738.5,3741.0,1047.0,,1789.5,,
arl,aka,2018.0,2154.0,214.5,1182.0,1275.0,861.0,,,,
arl,alg,2027.0,1884.0,894.0,,,,,,,
arl,ali,2055.5,2466.0,897.0,,,,,1740.0,,
arl,aln,2120.5,2152.5,2065.5,1435.5,3288.0,741.0,2131.5,1621.5,,
arl,alp,1973.5,1384.5,1558.5,,,592.5,,,,
arl,als,1955.5,1716.0,1843.5,,,652.5,1599.0,,,
arl,alti,1912.0,1813.5,1971.0,,,,,,,
arl,alv,2070.5,2049.0,924.0,,,,,,,
arl,amah,1951.5,2335.5,2452.5,1669.5,3655.5,975.0,,1704.0,,
arl,amc,2012.0,,1930.5,,2979.0,789.0,1890.0,1350.0,,
arl,ame,,,628.5,,,,,,,
arl,amh,2015.5,1884.0,,1293.0,2982.0,756.0,1905.0,1363.5,,
arl,ami,2572.5,3103.5,915.0,1929.0,4513.5,1011.0,2715.0,2232.0,,
arl,amih,2059.0,2398.5,909.0,,,1015.5,,1746.0,,
arl,amol,1957.5,1332.0,1500.0,,,,,,,
arl,amr,2084.0,1956.0,1920.0,,,456.0,2040.0,,,
arl,ams,2622.5,2146.5,912.0,1896.0,4195.5,1027.5,,,,
arl,amv,2023.0,2464.5,927.0,1690.5,3637.5,1041.0,,1668.0,,
arl,amyb,2635.5,3033.0,927.0,1905.0,4242.0,994.5,2611.5,2127.0,,
arl,amyy,2594.0,3135.0,939.0,2175.0,4503.0,1123.5,2575.5,2169.0,,
arl,ane,2559.5,2254.5,2496.0,2032.5,4392.0,994.5,,,,
arl,anp,1940.5,1701.0,1893.0,,,,,,,
arl,ant,1962.0,1446.0,1530.0,,,,,,,
arl,aoa,1962.5,2490.0,2514.0,,,906.0,2515.5,1768.5,,
arl,aol,2016.0,2448.0,909.0,,,991.5,,1722.0,,
arl,aon,2040.5,2403.0,931.5,1716.0,3828.0,994.5,2586.0,1755.0,,
arl,aos,2591.5,3360.0,2454.0,2020.5,4392.0,952.5,,,,
arl,apac,2087.5,2362.5,907.5,,,958.5,2422.5,1750.5,,
arl,ape,1581.5,,867.0,1275.0,3337.5,,,,,
arl,apn,2866.5,3648.0,3175.5,2130.0,4399.5,958.5,3177.0,2340.0,,
arl,apoc,1945.0,1375.5,1521.0,,,,,,,
arl,apom,2073.5,2034.0,810.0,,,838.5,1918.5,,,
arl,app,2040.5,2313.0,915.0,,,994.5,,1756.5,,
arl,apre,2617.0,3066.0,916.5,1909.5,4518.0,1002.0,2718.0,2221.5,,
arl,aprs,2160.0,2143.5,867.0,1503.0,3538.5,903.0,,,,
arl,aqa,1934.0,1504.5,1689.0,,,586.5,1419.0,,,
arl,aql,2050.0,,883.5,1657.5,3493.5,898.5,,1696.5,,
arl,aqs,2059.0,2391.0,865.5,1668.0,3631.5,927.0,,1704.0,,
arl,arc,1980.5,1377.0,1506.0,,,555.0,,,,
arl,arl,3068.0,5244.0,4470.0,3276.0,7440.0,2460.0,5166.0,4248.0,,
arl,arm,2806.5,2146.5,3045.0,2076.0,4356.0,1204.5,,,,
arl,aro,2077.0,2341.5,894.0,,,,,1624.5,,
arl,art,2857.5,3714.0,3066.0,2154.0,4404.0,1270.5,3198.0,2316.0,,
arl,artp,2861.0,3700.5,3136.5,2109.0,4428.0,1269.0,3222.0,2410.5,,
arl,aru,2869.0,3754.5,3135.0,2139.0,4429.5,1318.5,3237.0,2451.0,,
arl,ary,3062.0,5232.0,4320.0,3249.0,7365.0,991.5,5133.0,3703.5,,
arl,asc,1549.0,,870.0,,,,,,,
arl,asd,2565.0,2631.0,837.0,1782.0,4137.0,960.0,2386.5,,,
arl,asip,2021.0,1921.5,811.5,,,,,,,
arl,ask,1943.0,1405.5,1560.0,,,,,,,
arl,asl,1786.5,1705.5,1800.0,,,,,,,
arl,asv,2073.5,2034.0,807.0,,,838.5,1915.5,,,
arl,asw,2016.5,2349.0,928.5,,,,2494.5,1720.5,,
arl,ata,2073.5,2337.0,895.5,,,,,1660.5,,
arl,atp,1930.0,1390.5,1516.5,,,,,,,
arl,atu,2058.5,2223.0,882.0,,,,,1644.0,,
arl,atw,2037.0,2395.5,2512.5,1681.5,3763.5,988.5,,1785.0,,
arl,ava,2068.0,1714.5,870.0,,,,,,,
arl,axy,2016.5,2392.5,931.5,1738.5,3721.5,1002.0,2571.0,1779.0,,
arl,aza,2069.0,2421.0,2499.0,,,1003.5,,1735.5,,
arl,azc,2022.5,2386.5,880.5,1656.0,3627.0,805.5,,1741.5,,
arl,azd,2090.5,2376.0,2520.0,1665.0,3601.5,1000.5,,1758.0,,
arl,azi,2069.0,2377.5,915.0,1675.5,3645.0,1018.5,,1734.0,,
arl,azl,2067.5,2452.5,907.5,,,,,1705.5,,
arl,azm,2084.0,2464.5,900.0,1636.5,3600.0,961.5,,1758.0,,
arl,azo,2070.5,2481.0,2517.0,,,894.0,2497.5,1758.0,,
arl,azq,2106.0,2425.5,931.5,1665.0,3621.0,958.5,,1734.0,,
arl,azr,2086.0,2529.0,2511.0,,,913.5,2509.5,1767.0,,
arl,azt,2110.0,2511.0,1159.5,,,,,1752.0,,
arl,azz,2124.5,2538.0,1249.5,,,1053.0,,1753.5,,
arl,babb,2056.0,2356.5,856.5,1594.5,3240.0,762.0,,,,
arl,babr,2056.0,2356.5,858.0,1594.5,3243.0,762.0,,,,
arl,bac,2041.5,2347.5,2662.5,1719.0,3717.0,1005.0,2485.5,,,
arl,bacb,2235.5,1975.5,763.5,1342.5,3051.0,783.0,,1530.0,,
arl,bacl,2213.5,1848.0,757.5,1348.5,2971.5,786.0,,1479.0,,
arl,baco,2184.0,2055.0,790.5,1468.5,3193.5,823.5,,,,
arl,bacp,2237.0,1990.5,762.0,1345.5,3051.0,811.5,,1546.5,,
arl,bacs,2240.0,1966.5,756.0,1321.5,3063.0,775.5,,,,
arl,bacy,2229.0,1849.5,760.5,1336.5,2944.5,780.0,,1479.0,,
arl,bae,2245.5,1836.0,721.5,1269.0,2901.0,736.5,,1425.0,,
arl,bag,2171.5,2016.0,796.5,1444.5,3166.5,783.0,,,,
arl,bage,2042.5,2106.0,778.5,1483.5,3219.0,844.5,2104.5,1540.5,,
arl,bah,2143.0,1630.5,700.5,976.5,2539.5,580.5,,,,
arl,bai,2147.5,1630.5,700.5,1128.0,2539.5,580.5,,,,
arl,bao,2197.5,1963.5,763.5,1350.0,2977.5,763.5,,,,
arl,bapi,2065.0,2085.0,747.0,1348.5,3000.0,807.0,,,,
arl,baq,2196.0,1969.5,766.5,1339.5,3061.5,790.5,,,,
arl,bar,2142.5,1630.5,700.5,976.5,2539.5,580.5,,,,
arl,bast,2415.5,2994.0,882.0,,,,,,,
arl,bat,2150.0,1630.5,714.0,1128.0,2536.5,580.5,,,,
arl,bax,2223.5,1630.5,714.0,976.5,2539.5,580.5,,,,
arl,bay,2227.5,1971.0,766.5,1351.5,3073.5,817.5,,1534.5,,
arl,baz,2242.5,1963.5,762.0,1350.0,2979.0,763.5,,,,
arl,bbet,2018.0,2407.5,,,,993.0,,1720.5,,
arl,bbh,2025.0,2380.5,933.0,,,,,,,
arl,bbm,2028.0,2374.5,936.0,,,,,,,
arl,bbr,2025.0,2383.5,933.0,,,,,,,
arl,bbt,1997.0,2445.0,903.0,,,,,1708.5,,
arl,bby,2259.0,1651.5,690.0,1113.0,2505.0,594.0,,,,
arl,bcad,1974.5,1797.0,1945.5,,,,,,,
arl,bce,2156.5,1659.0,694.5,1099.5,2512.5,588.0,,,,
arl,bcl,2227.5,1920.0,769.5,1405.5,3066.0,757.5,,1407.0,,
arl,bfr,1916.0,1891.5,712.5,,,,,,,
arl,bja,2010.0,2355.0,889.5,,,1012.5,,1716.0,,
arl,bjs,2194.5,1852.5,745.5,1350.0,2997.0,789.0,,1455.0,,
arl,bju,2023.5,2421.0,879.0,,,990.0,,1708.5,,
arl,bld,2185.5,1963.5,856.5,1282.5,3013.5,804.0,,1498.5,,
arl,blh,2180.5,1954.5,825.0,1296.0,3039.0,796.5,,1495.5,,
arl,bli,2203.0,1963.5,817.5,1282.5,3013.5,756.0,,1498.5,,
arl,bly,2643.0,3261.0,2880.0,2002.5,4191.0,,,,,
arl,bma,1954.0,2362.5,933.0,1752.0,3766.5,964.5,2551.5,1764.0,,
arl,bmab,2028.5,2362.5,933.0,1752.0,3754.5,1006.5,2551.5,1764.0,,
arl,bmyc,2209.0,1666.5,669.0,1156.5,2650.5,621.0,,,,
arl,bnc,2047.5,1638.0,696.0,943.5,2511.0,583.5,,,,
arl,boz,2028.5,2149.5,2272.5,1519.5,3340.5,888.0,,,,
arl,bpa,2025.0,2383.5,934.5,,,,,,,
arl,bpz,2031.5,2403.0,933.0,1762.5,3762.0,1026.0,2556.0,1770.0,,
arl,bql,2200.5,1963.5,763.5,1350.0,2979.0,705.0,,,,
arl,bqy,2231.0,1975.5,763.5,1312.5,3051.0,757.5,,1528.5,,
arl,bra,2007.5,2461.5,897.0,,,,,1743.0,,
arl,bsau,2737.0,2221.5,2842.5,2095.5,4431.0,1138.5,2694.0,,,
arl,bsui,1930.5,2374.5,856.5,1590.0,3460.5,810.0,,,,
arl,bth,1625.5,1765.5,742.5,,,,,,,
arl,btr,2069.5,1762.5,636.0,,,,,,,
arl,bxe,1923.0,2283.0,900.0,,,1023.0,2434.5,,,
arl,cac,917.0,1549.5,,,,,,,,
arl,cau,1985.5,2152.5,1275.0,,,,,,,
arl,cgl,2581.0,2793.0,2617.5,1765.5,3624.0,861.0,,,,
arl,cko,222.5,2163.0,807.0,1548.0,3262.5,811.5,2155.5,1608.0,,
arl,ctu,2043.5,2245.5,843.0,1624.5,3447.0,936.0,2296.5,1740.0,,
arl,ddn,2088.0,2395.5,843.0,,,,,,,
arl,dha,,,729.0,,,,,,,
arl,dse,,,1039.5,,,,,,,
arl,eco,2027.5,2133.0,787.5,1468.5,3214.5,868.5,2106.0,,,
arl,ent,2028.0,2128.5,793.5,1557.0,3282.0,837.0,2146.5,1525.5,,
arl,esa,219.5,2245.5,829.5,1659.0,3430.5,924.0,2289.0,1674.0,,
arl,fjo,1935.5,1626.0,1734.0,,,631.5,1477.5,,,
arl,gme,2181.0,2335.5,2215.5,1383.0,3405.0,942.0,,,,
arl,hde,1991.0,1684.5,709.5,,,,,,,
arl,hpy,1999.5,1678.5,706.5,,,,,,,
arl,kpn,2046.0,2251.5,835.5,1591.5,3496.5,778.5,2325.0,1680.0,,
arl,lap,2078.5,2346.0,904.5,,,,,1614.0,,
arl,lmo,2169.5,1737.0,673.5,,,,,,,
arl,mag,2076.5,2349.0,2644.5,,,,,1737.0,,
arl,mcp,2041.0,1135.5,,,,,,,,
arl,mlo,2041.0,2323.5,886.5,,,,,1648.5,,
arl,mmu,,,748.5,,,,,,,
arl,mtu,2523.5,2847.0,2388.0,2023.5,4183.5,988.5,2538.0,,,
arl,mxa,2067.5,2472.0,994.5,,,,,,,
arl,nfa,2591.5,3040.5,901.5,2016.0,4524.0,1020.0,2817.0,,,
arl,nme,,2152.5,2392.5,,,,,,,
arl,nos,1991.5,1669.5,840.0,,,706.5,,,,
arl,npc,2563.0,2259.0,2749.5,,,1002.0,2752.5,2146.5,,
arl,nwi,2034.0,2368.5,859.5,1546.5,3244.5,799.5,,,,
arl,pae,2033.5,2410.5,934.5,1728.0,3865.5,1021.5,,1755.0,,
arl,pam,2009.0,2182.5,795.0,,,,,1654.5,,
arl,paq,1992.5,2188.5,793.5,,,,,1657.5,,
arl,par,2028.5,1954.5,1873.5,1273.5,2802.0,774.0,,,,
arl,pcr,2037.0,1960.5,703.5,,,748.5,1879.5,1329.0,,
arl,pdo,2440.5,2946.0,,,,,,,,
arl,pfl,2027.5,2329.5,891.0,,,,,,,
arl,pmh,2060.0,1182.0,721.5,,,,,,,
arl,pps,,,981.0,,,,,,,
arl,ppu,2031.5,2407.5,916.5,,,994.5,2520.0,,,
arl,psa,946.0,2388.0,889.5,1699.5,3780.0,1021.5,2574.0,1740.0,,
arl,rbd,2062.0,2407.5,2697.0,,,,,,,
arl,rfr,2019.5,2286.0,807.0,1551.0,3544.5,918.0,,1719.0,,
arl,rhc,2018.0,2371.5,892.5,,,,,1723.5,,
arl,rpa,2036.0,2377.5,912.0,,,,,,,
arl,rso,1962.5,2347.5,928.5,1804.5,3811.5,1012.5,2565.0,1797.0,,
arl,sau,2208.5,1704.0,616.5,1093.5,2385.0,,,,,
arl,sco,2628.5,3240.0,2964.0,1830.0,4518.0,1162.5,2658.0,2116.5,,
arl,sfr,2031.0,1824.0,1876.5,,,709.5,1731.0,1266.0,,
arl,sil,1963.0,2401.5,2403.0,,,,,,,
arl,slr,1940.0,2011.5,1002.0,,,,,,,
arl,son,2040.5,2052.0,2014.5,,,,,,,
arl,spe,2032.5,2208.0,837.0,1590.0,3450.0,886.5,2277.0,1666.5,,
arl,spy,1754.5,1695.0,,,,,,,,
arl,srr,2014.0,2227.5,849.0,1584.0,3535.5,924.0,2290.5,1651.5,,
arl,syn,2076.5,1971.0,927.0,,,,,,,
arl,tpo,1932.0,1765.5,,,,,,,,
arl,ttu,2012.5,2052.0,2167.5,,,846.0,2073.0,1560.0,,
arl,vch,2020.5,2011.5,2164.5,,,,,,,
arl,vpa,1926.5,1954.5,2029.5,,,,1887.0,1300.5,,
arl,wbr,1978.0,1155.0,,,,,,,,
arl,xcc,2091.0,2325.0,2647.5,,,975.0,,1779.0,,
arl,xoo,2088.0,2307.0,2527.5,,,,,,,
arm,aaa,1988.5,2163.0,922.5,1617.0,3676.5,996.0,,,,
arm,aaci,2494.5,2253.0,2287.5,1725.0,,874.5,,,,
arm,aalg,1929.5,1540.5,1870.5,,,720.0,,,,
arm,aamb,1535.5,,603.0,972.0,2280.0,625.5,,,,
arm,aaq,2987.5,2023.5,3441.0,2820.0,6012.0,1722.0,,,,
arm,aaqi,1953.5,1168.5,1557.0,,,,,,,
arm,aaqu,2012.5,1990.5,844.5,,,,,,,
arm,aasc,2005.5,1921.5,810.0,1302.0,2923.5,912.0,,,,
arm,aba,2034.5,2119.5,1050.0,,,,,,,
arm,abo,2106.5,1963.5,2068.5,1452.0,3295.5,741.0,,,,
arm,ace,2502.5,2086.5,858.0,1693.5,1450.5,912.0,,,,
arm,acet,2013.0,1942.5,820.5,,,799.5,,,,
arm,achr,2008.5,2181.0,943.5,1708.5,3769.5,957.0,,,,
arm,acib,1946.0,1135.5,1554.0,,,,,,,
arm,acid,1988.5,2116.5,2395.5,1627.5,3580.5,966.0,,,,
arm,acii,2099.0,2115.0,889.5,745.5,,792.0,,,,
arm,acin,1990.0,2118.0,2388.0,,,957.0,,,,
arm,acio,1990.5,2055.0,906.0,1627.5,,898.5,,,,
arm,acip,1991.5,2119.5,2419.5,1632.0,3583.5,967.5,,,,
arm,acis,1991.5,2119.5,900.0,1632.0,3583.5,921.0,,,,
arm,ack,2002.0,2077.5,2436.0,1603.5,3625.5,973.5,,,,
arm,acom,2083.0,2080.5,2455.5,,,,,,,
arm,acr,2011.0,2296.5,916.5,1570.5,3637.5,933.0,,,,
arm,acra,1992.0,2128.5,2451.0,1626.0,3627.0,1003.5,,,,
arm,acry,2815.0,2154.0,3178.5,,4749.0,912.0,,,,
arm,acto,2428.5,2680.5,2425.5,1864.5,4029.0,921.0,,,,
arm,actt,2532.5,2107.5,855.0,1555.5,3694.5,900.0,,,,
arm,acu,1935.5,2061.0,934.5,1327.5,3091.5,894.0,,,,
arm,ade,2082.5,2301.0,987.0,1455.0,3501.0,883.5,,,,
arm,adi,2090.5,2134.5,895.5,1533.0,3516.0,913.5,,,,
arm,adk,1987.0,2245.5,946.5,1677.0,3654.0,1027.5,,,,
arm,adn,1987.0,2241.0,943.5,1675.5,3654.0,1017.0,,,,
arm,adt,1997.0,2196.0,918.0,1648.5,3709.5,1011.0,,,,
arm,aeb,2528.0,2557.5,2868.0,2037.0,4260.0,1032.0,,,,
arm,aeh,2161.0,2125.5,1315.5,1672.5,3658.5,943.5,,,,
arm,aei,2031.5,1585.5,1857.0,1155.0,2559.0,702.0,,,,
arm,aep,1904.0,2100.0,888.0,1491.0,3456.0,738.0,,,,
arm,aev,2003.0,1528.5,1908.0,,,,,,,
arm,aez,2555.0,2211.0,2961.0,2304.0,4831.5,1239.0,,,,
arm,afa,2012.0,1996.5,838.5,,,,,,,
arm,afc,1937.0,1161.0,1473.0,,,,,,,
arm,afi,2052.5,1957.5,924.0,1414.5,3084.0,777.0,,,,
arm,afla,1927.0,1537.5,1932.0,,,778.5,,,,
arm,afq,2008.0,1990.5,843.0,,,,,,,
arm,agc,2007.5,2194.5,885.0,,,,,,,
arm,agt,2028.5,2175.0,868.5,,,,,,,
arm,agv,1930.0,2272.5,981.0,,,,,,,
arm,aht,1942.5,2124.0,2275.5,,,,,,,
arm,ahu,2058.5,2271.0,891.0,,,,,,,
arm,ahz,1863.0,1344.0,1699.5,,,645.0,,,,
arm,ais,1998.5,2161.5,2707.5,1666.5,3709.5,964.5,,,,
arm,aji,2499.5,2235.0,2383.5,,,,,,,
arm,ajs,2014.5,2175.0,903.0,1683.0,3607.5,1005.0,,,,
arm,aka,2010.0,2001.0,210.0,1246.5,1275.0,862.5,,,,
arm,alg,1995.0,1710.0,919.5,,,,,,,
arm,ali,2052.0,2265.0,891.0,,,,,,,
arm,aln,2105.0,1974.0,2068.5,1452.0,3295.5,741.0,,,,
arm,alp,1961.0,1164.0,1560.0,,,658.5,,,,
arm,als,1925.0,1455.0,1857.0,,,694.5,,,,
arm,alti,1932.5,1573.5,2013.0,,,,,,,
arm,alv,2077.5,2080.5,912.0,,,,,,,
arm,amah,1921.0,1996.5,2379.0,1605.0,3529.5,958.5,,,,
arm,amc,1995.0,,1924.5,,3009.0,822.0,,,,
arm,ame,,,664.5,,,,,,,
arm,amh,1995.5,1756.5,,1308.0,3015.0,774.0,,,,
arm,ami,2590.0,2148.0,901.5,1779.0,4233.0,900.0,,,,
arm,amih,2037.5,2215.5,889.5,,,981.0,,,,
