SampleID	Sample_Plate	Sample_Well	Nitrite_input	Nitrate_input	Ammonium_input	Soil	Soil_ID	Sample_label2	Sample_type	Titration_type	Unit	Concentration_M	Added_ul	Chloramphenicol	Cycloheximide	Time_point	Sample_label	Replicate	ReplicateID	Soil_and_pH	Time	Soil_pH	Reads_sample	Reads_ecoli	Reads_parabac	Reads_spikein	Reads_sample_only	pH	pH_micro_T0	pH_control_T9	Biomass_proxy
Soil9_SampleA93	SetA	H09	0	0	0	Soil9	Soil9_CE277	Soil9_T9_No_Nitrate_CHL_None_0	No_Nitrate	No_Nitrate	0	0	20	CHL	None	Soil9_T9	Soil9_H09_0_CHL	3	Soil9_T9_No_Nitrate_CHL_None_0_R3	Soil9_pH5.82	T9	5.82	71533	1674	1679	3353	68180	4.326666667	4.223333333	4.326666667	20.33402923
Soil9_SampleA94	SetA	H10	0	2	0	Soil9	Soil9_CE277	Soil9_T9_Slurry_CHL_None_0	Slurry	HCl_NaOH	0	0	20	CHL	None	Soil9_T9	Soil9_H10_0_CHL	2	Soil9_T9_Slurry_CHL_None_0_R2	Soil9_pH5.82	T9	5.82	63929	1621	1359	2980	60949	4.326666667	4.223333333	4.326666667	20.45268456
Soil14_SampleB1	SetB	A01	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_-90	Slurry	HCl_NaOH	-90	-9	20	None	None	Soil14_T9	Soil14_A01_-90_None	1	Soil14_T9_Slurry_None_None_-90_R1	Soil14_pH6.54	T9	6.54	62664	680	852	1532	61132	8.63	4.94	6.72	39.90339426
Soil14_SampleB13	SetB	B01	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_-23	Slurry	HCl_NaOH	-23	-2.3	20	None	None	Soil14_T9	Soil14_B01_-23_None	1	Soil14_T9_Slurry_None_None_-23_R1	Soil14_pH6.54	T9	6.54	58488	471	582	1053	57435	8.279279279	4.94	6.72	54.54415954
Soil14_SampleB14	SetB	B02	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_-5	Slurry	HCl_NaOH	-5	-0.5	20	None	None	Soil14_T9	Soil14_B02_-5_None	1	Soil14_T9_Slurry_None_None_-5_R1	Soil14_pH6.54	T9	6.54	39109	351	379	730	38379	7.666666667	4.94	6.72	52.5739726
Soil14_SampleB15	SetB	B03	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_2	Slurry	HCl_NaOH	2	0.2	20	None	None	Soil14_T9	Soil14_B03_2_None	1	Soil14_T9_Slurry_None_None_2_R1	Soil14_pH6.54	T9	6.54	90206	737	905	1642	88564	6.177177177	4.94	6.72	53.93666261
Soil14_SampleB16	SetB	B04	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_9	Slurry	HCl_NaOH	9	0.9	20	None	None	Soil14_T9	Soil14_B04_9_None	1	Soil14_T9_Slurry_None_None_9_R1	Soil14_pH6.54	T9	6.54	23384	278	364	642	22742	4.747747748	4.94	6.72	35.42367601
Soil14_SampleB17	SetB	B05	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_22	Slurry	HCl_NaOH	22	2.2	20	None	None	Soil14_T9	Soil14_B05_22_None	1	Soil14_T9_Slurry_None_None_22_R1	Soil14_pH6.54	T9	6.54	14560	686	679	1365	13195	3.882882883	4.94	6.72	9.666666667
Soil14_SampleB18	SetB	B06	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_80	Slurry	HCl_NaOH	80	8	20	None	None	Soil14_T9	Soil14_B06_80_None	1	Soil14_T9_Slurry_None_None_80_R1	Soil14_pH6.54	T9	6.54	45979	6438	6040	12478	33501	2.95	4.94	6.72	2.684805257
Soil14_SampleB2	SetB	A02	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_-8	Slurry	HCl_NaOH	-8	-0.8	20	None	None	Soil14_T9	Soil14_A02_-8_None	1	Soil14_T9_Slurry_None_None_-8_R1	Soil14_pH6.54	T9	6.54	41629	340	475	815	40814	7.894894895	4.94	6.72	50.07852761
Soil14_SampleB25	SetB	C01	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_-90	Slurry	HCl_NaOH	-90	-9	20	None	None	Soil14_T9	Soil14_C01_-90_None	2	Soil14_T9_Slurry_None_None_-90_R2	Soil14_pH6.54	T9	6.54	49464	527	650	1177	48287	8.63	4.94	6.72	41.02548853
Soil14_SampleB26	SetB	C02	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_-8	Slurry	HCl_NaOH	-8	-0.8	20	None	None	Soil14_T9	Soil14_C02_-8_None	2	Soil14_T9_Slurry_None_None_-8_R2	Soil14_pH6.54	T9	6.54	37990	395	419	814	37176	7.894894895	4.94	6.72	45.67076167
Soil14_SampleB27	SetB	C03	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_-2	Slurry	HCl_NaOH	-2	-0.2	20	None	None	Soil14_T9	Soil14_C03_-2_None	2	Soil14_T9_Slurry_None_None_-2_R2	Soil14_pH6.54	T9	6.54	68150	683	686	1369	66781	7.222222222	4.94	6.72	48.78086194
Soil14_SampleB28	SetB	C04	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_5	Slurry	HCl_NaOH	5	0.5	20	None	None	Soil14_T9	Soil14_C04_5_None	2	Soil14_T9_Slurry_None_None_5_R2	Soil14_pH6.54	T9	6.54	21849	309	321	630	21219	5.444444444	4.94	6.72	33.68095238
Soil14_SampleB29	SetB	C05	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_14	Slurry	HCl_NaOH	14	1.4	20	None	None	Soil14_T9	Soil14_C05_14_None	2	Soil14_T9_Slurry_None_None_14_R2	Soil14_pH6.54	T9	6.54	25912	425	384	809	25103	4.483483483	4.94	6.72	31.02966625
Soil14_SampleB3	SetB	A03	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_-2	Slurry	HCl_NaOH	-2	-0.2	20	None	None	Soil14_T9	Soil14_A03_-2_None	1	Soil14_T9_Slurry_None_None_-2_R1	Soil14_pH6.54	T9	6.54	80081	448	535	983	79098	7.222222222	4.94	6.72	80.46592065
Soil14_SampleB30	SetB	C06	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_34	Slurry	HCl_NaOH	34	3.4	20	None	None	Soil14_T9	Soil14_C06_34_None	2	Soil14_T9_Slurry_None_None_34_R2	Soil14_pH6.54	T9	6.54	54469	4948	4392	9340	45129	3.534534535	4.94	6.72	4.831798715
Soil14_SampleB37	SetB	D01	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_-23	Slurry	HCl_NaOH	-23	-2.3	20	None	None	Soil14_T9	Soil14_D01_-23_None	2	Soil14_T9_Slurry_None_None_-23_R2	Soil14_pH6.54	T9	6.54	64561	529	593	1122	63439	8.279279279	4.94	6.72	56.54099822
Soil14_SampleB38	SetB	D02	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_-5	Slurry	HCl_NaOH	-5	-0.5	20	None	None	Soil14_T9	Soil14_D02_-5_None	2	Soil14_T9_Slurry_None_None_-5_R2	Soil14_pH6.54	T9	6.54	33415	302	331	633	32782	7.666666667	4.94	6.72	51.78830964
Soil14_SampleB39	SetB	D03	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_2	Slurry	HCl_NaOH	2	0.2	20	None	None	Soil14_T9	Soil14_D03_2_None	2	Soil14_T9_Slurry_None_None_2_R2	Soil14_pH6.54	T9	6.54	78139	567	633	1200	76939	6.177177177	4.94	6.72	64.11583333
Soil14_SampleB4	SetB	A04	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_5	Slurry	HCl_NaOH	5	0.5	20	None	None	Soil14_T9	Soil14_A04_5_None	1	Soil14_T9_Slurry_None_None_5_R1	Soil14_pH6.54	T9	6.54	24345	262	305	567	23778	5.444444444	4.94	6.72	41.93650794
Soil14_SampleB40	SetB	D04	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_9	Slurry	HCl_NaOH	9	0.9	20	None	None	Soil14_T9	Soil14_D04_9_None	2	Soil14_T9_Slurry_None_None_9_R2	Soil14_pH6.54	T9	6.54	17555	287	280	567	16988	4.747747748	4.94	6.72	29.96119929
Soil14_SampleB41	SetB	D05	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_22	Slurry	HCl_NaOH	22	2.2	20	None	None	Soil14_T9	Soil14_D05_22_None	2	Soil14_T9_Slurry_None_None_22_R2	Soil14_pH6.54	T9	6.54	10989	590	549	1139	9850	3.882882883	4.94	6.72	8.647936787
Soil14_SampleB42	SetB	D06	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_80	Slurry	HCl_NaOH	80	8	20	None	None	Soil14_T9	Soil14_D06_80_None	2	Soil14_T9_Slurry_None_None_80_R2	Soil14_pH6.54	T9	6.54	40436	5688	5242	10930	29506	2.95	4.94	6.72	2.699542543
Soil14_SampleB49	SetB	E01	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_-90	Slurry	HCl_NaOH	-90	-9	20	None	None	Soil14_T9	Soil14_E01_-90_None	3	Soil14_T9_Slurry_None_None_-90_R3	Soil14_pH6.54	T9	6.54	46955	483	509	992	45963	8.63	4.94	6.72	46.33366935
Soil14_SampleB5	SetB	A05	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_14	Slurry	HCl_NaOH	14	1.4	20	None	None	Soil14_T9	Soil14_A05_14_None	1	Soil14_T9_Slurry_None_None_14_R1	Soil14_pH6.54	T9	6.54	37514	649	804	1453	36061	4.483483483	4.94	6.72	24.81830695
Soil14_SampleB50	SetB	E02	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_-8	Slurry	HCl_NaOH	-8	-0.8	20	None	None	Soil14_T9	Soil14_E02_-8_None	3	Soil14_T9_Slurry_None_None_-8_R3	Soil14_pH6.54	T9	6.54	34231	294	352	646	33585	7.894894895	4.94	6.72	51.98916409
Soil14_SampleB51	SetB	E03	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_-2	Slurry	HCl_NaOH	-2	-0.2	20	None	None	Soil14_T9	Soil14_E03_-2_None	3	Soil14_T9_Slurry_None_None_-2_R3	Soil14_pH6.54	T9	6.54	69278	565	590	1155	68123	7.222222222	4.94	6.72	58.98095238
Soil14_SampleB52	SetB	E04	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_5	Slurry	HCl_NaOH	5	0.5	20	None	None	Soil14_T9	Soil14_E04_5_None	3	Soil14_T9_Slurry_None_None_5_R3	Soil14_pH6.54	T9	6.54	19503	321	283	604	18899	5.444444444	4.94	6.72	31.2897351
Soil14_SampleB53	SetB	E05	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_14	Slurry	HCl_NaOH	14	1.4	20	None	None	Soil14_T9	Soil14_E05_14_None	3	Soil14_T9_Slurry_None_None_14_R3	Soil14_pH6.54	T9	6.54	17616	364	310	674	16942	4.483483483	4.94	6.72	25.13649852
Soil14_SampleB54	SetB	E06	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_34	Slurry	HCl_NaOH	34	3.4	20	None	None	Soil14_T9	Soil14_E06_34_None	3	Soil14_T9_Slurry_None_None_34_R3	Soil14_pH6.54	T9	6.54	41843	3977	3545	7522	34321	3.534534535	4.94	6.72	4.562749269
Soil14_SampleB6	SetB	A06	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_34	Slurry	HCl_NaOH	34	3.4	20	None	None	Soil14_T9	Soil14_A06_34_None	1	Soil14_T9_Slurry_None_None_34_R1	Soil14_pH6.54	T9	6.54	72274	6684	6629	13313	58961	3.534534535	4.94	6.72	4.428828964
Soil14_SampleB61	SetB	F01	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_-23	Slurry	HCl_NaOH	-23	-2.3	20	None	None	Soil14_T9	Soil14_F01_-23_None	3	Soil14_T9_Slurry_None_None_-23_R3	Soil14_pH6.54	T9	6.54	51123	404	529	933	50190	8.279279279	4.94	6.72	53.79421222
Soil14_SampleB62	SetB	F02	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_-5	Slurry	HCl_NaOH	-5	-0.5	20	None	None	Soil14_T9	Soil14_F02_-5_None	3	Soil14_T9_Slurry_None_None_-5_R3	Soil14_pH6.54	T9	6.54	44846	484	491	975	43871	7.666666667	4.94	6.72	44.99589744
Soil14_SampleB63	SetB	F03	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_2	Slurry	HCl_NaOH	2	0.2	20	None	None	Soil14_T9	Soil14_F03_2_None	3	Soil14_T9_Slurry_None_None_2_R3	Soil14_pH6.54	T9	6.54	51303	618	713	1331	49972	6.177177177	4.94	6.72	37.54470323
Soil14_SampleB64	SetB	F04	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_9	Slurry	HCl_NaOH	9	0.9	20	None	None	Soil14_T9	Soil14_F04_9_None	3	Soil14_T9_Slurry_None_None_9_R3	Soil14_pH6.54	T9	6.54	30834	488	424	912	29922	4.747747748	4.94	6.72	32.80921053
Soil14_SampleB65	SetB	F05	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_22	Slurry	HCl_NaOH	22	2.2	20	None	None	Soil14_T9	Soil14_F05_22_None	3	Soil14_T9_Slurry_None_None_22_R3	Soil14_pH6.54	T9	6.54	22543	1172	1278	2450	20093	3.882882883	4.94	6.72	8.20122449
Soil14_SampleB66	SetB	F06	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_80	Slurry	HCl_NaOH	80	8	20	None	None	Soil14_T9	Soil14_F06_80_None	3	Soil14_T9_Slurry_None_None_80_R3	Soil14_pH6.54	T9	6.54	68775	10518	9618	20136	48639	2.95	4.94	6.72	2.415524434
Soil14_SampleB75	SetB	G03	0	0	0	Soil14	Soil14_Neutral2	Soil14_T9_No_Nitrate_None_None_0	No_Nitrate	No_Nitrate	0	0	20	None	None	Soil14_T9	Soil14_G03_0_None	2	Soil14_T9_No_Nitrate_None_None_0_R2	Soil14_pH6.54	T9	6.54	68188	823	742	1565	66623	6.72	4.94	6.72	42.57060703
Soil14_SampleB76	SetB	G04	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_0	Slurry	HCl_NaOH	0	0	20	None	None	Soil14_T9	Soil14_G04_0_None	1	Soil14_T9_Slurry_None_None_0_R1	Soil14_pH6.54	T9	6.54	15988	189	167	356	15632	6.72	4.94	6.72	43.91011236
Soil14_SampleB77	SetB	G05	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_0	Slurry	HCl_NaOH	0	0	20	None	None	Soil14_T9	Soil14_G05_0_None	3	Soil14_T9_Slurry_None_None_0_R3	Soil14_pH6.54	T9	6.54	14976	165	175	340	14636	6.72	4.94	6.72	43.04705882
Soil14_SampleB78	SetB	G06	0	2	0	Soil14	Soil14_Neutral2	Soil14_T0	Slurry_T0	Nitrate	0	0	20	None	None	Soil14_T0	Soil14_T0	2	Soil14_T0_Slurry_T0_None_None_0_R2	Soil14_pH6.54	T0	6.54	33728	509	504	1013	32715	6.72	4.94	6.72	32.29516288
Soil14_SampleB86	SetB	H02	0	0	0	Soil14	Soil14_Neutral2	Soil14_T9_No_Nitrate_None_None_0	No_Nitrate	No_Nitrate	0	0	20	None	None	Soil14_T9	Soil14_H02_0_None	1	Soil14_T9_No_Nitrate_None_None_0_R1	Soil14_pH6.54	T9	6.54	43293	441	533	974	42319	6.72	4.94	6.72	43.4486653
Soil14_SampleB87	SetB	H03	0	0	0	Soil14	Soil14_Neutral2	Soil14_T9_No_Nitrate_None_None_0	No_Nitrate	No_Nitrate	0	0	20	None	None	Soil14_T9	Soil14_H03_0_None	3	Soil14_T9_No_Nitrate_None_None_0_R3	Soil14_pH6.54	T9	6.54	91134	811	949	1760	89374	6.72	4.94	6.72	50.78068182
Soil14_SampleB88	SetB	H04	0	2	0	Soil14	Soil14_Neutral2	Soil14_T9_Slurry_None_None_0	Slurry	HCl_NaOH	0	0	20	None	None	Soil14_T9	Soil14_H04_0_None	2	Soil14_T9_Slurry_None_None_0_R2	Soil14_pH6.54	T9	6.54	31646	416	345	761	30885	6.72	4.94	6.72	40.5847569
Soil14_SampleB89	SetB	H05	2	0	0	Soil14	Soil14_Neutral2	Soil14_T0	Slurry_T0	Nitrite	0	0	20	None	None	Soil14_T0	Soil14_T0	1	Soil14_T0_Slurry_T0_None_None_0_R1	Soil14_pH6.54	T0	6.54	27436	456	478	934	26502	6.72	4.94	6.72	28.37473233
Soil14_SampleB90	SetB	H06	0	0	2	Soil14	Soil14_Neutral2	Soil14_T0	Slurry_T0	Ammonium	0	0	20	None	None	Soil14_T0	Soil14_T0	3	Soil14_T0_Slurry_T0_None_None_0_R3	Soil14_pH6.54	T0	6.54	60230	1060	938	1998	58232	6.72	4.94	6.72	29.14514515
Soil5_SampleA1	SetA	A01	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_None_None_-100	Slurry	HCl_NaOH	-100	-10	20	None	None	Soil5_T9	Soil5_A01_-100_None	1	Soil5_T9_Slurry_None_None_-100_R1	Soil5_pH5.32	T9	5.32	84761	1289	2357	3646	81115	8.5	4.096666667	4.163333333	22.24766868
Soil5_SampleA10	SetA	A10	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_CHL_None_-15	Slurry	HCl_NaOH	-15	-1.5	20	CHL	None	Soil5_T9	Soil5_A10_-15_CHL	1	Soil5_T9_Slurry_CHL_None_-15_R1	Soil5_pH5.32	T9	5.32	102163	3325	3971	7296	94867	5.684684685	4.123333333	4.12	13.00260417
Soil5_SampleA11	SetA	A11	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_CHL_None_-9	Slurry	HCl_NaOH	-9	-0.9	20	CHL	None	Soil5_T9	Soil5_A11_-9_CHL	1	Soil5_T9_Slurry_CHL_None_-9_R1	Soil5_pH5.32	T9	5.32	103146	3878	4914	8792	94354	4.975975976	4.123333333	4.12	10.73180164
Soil5_SampleA12	SetA	A12	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_CHL_None_7	Slurry	HCl_NaOH	7	0.7	20	CHL	None	Soil5_T9	Soil5_A12_7_CHL	1	Soil5_T9_Slurry_CHL_None_7_R1	Soil5_pH5.32	T9	5.32	114131	7898	10339	18237	95894	3.642642643	4.123333333	4.12	5.258211329
Soil5_SampleA13	SetA	B01	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_None_None_-55	Slurry	HCl_NaOH	-55	-5.5	20	None	None	Soil5_T9	Soil5_B01_-55_None	1	Soil5_T9_Slurry_None_None_-55_R1	Soil5_pH5.32	T9	5.32	110595	1539	2496	4035	106560	8.099099099	4.096666667	4.163333333	26.40892193
Soil5_SampleA14	SetA	B02	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_None_None_-28	Slurry	HCl_NaOH	-28	-2.8	20	None	None	Soil5_T9	Soil5_B02_-28_None	1	Soil5_T9_Slurry_None_None_-28_R1	Soil5_pH5.32	T9	5.32	42319	494	863	1357	40962	7.534534535	4.096666667	4.163333333	30.18570376
Soil5_SampleA15	SetA	B03	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_None_None_-19	Slurry	HCl_NaOH	-19	-1.9	20	None	None	Soil5_T9	Soil5_B03_-19_None	1	Soil5_T9_Slurry_None_None_-19_R1	Soil5_pH5.32	T9	5.32	126384	1908	2829	4737	121647	6.921921922	4.096666667	4.163333333	25.68017733
Soil5_SampleA16	SetA	B04	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_None_None_-12	Slurry	HCl_NaOH	-12	-1.2	20	None	None	Soil5_T9	Soil5_B04_-12_None	1	Soil5_T9_Slurry_None_None_-12_R1	Soil5_pH5.32	T9	5.32	70466	1080	1552	2632	67834	5.732732733	4.096666667	4.163333333	25.77279635
Soil5_SampleA17	SetA	B05	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_None_None_-5	Slurry	HCl_NaOH	-5	-0.5	20	None	None	Soil5_T9	Soil5_B05_-5_None	1	Soil5_T9_Slurry_None_None_-5_R1	Soil5_pH5.32	T9	5.32	70817	1625	2131	3756	67061	4.555555556	4.096666667	4.163333333	17.85436635
Soil5_SampleA18	SetA	B06	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_None_None_20	Slurry	HCl_NaOH	20	2	20	None	None	Soil5_T9	Soil5_B06_20_None	1	Soil5_T9_Slurry_None_None_20_R1	Soil5_pH5.32	T9	5.32	75486	12395	15707	28102	47384	2.96996997	4.096666667	4.163333333	1.686143335
Soil5_SampleA19	SetA	B07	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_CHL_None_-55	Slurry	HCl_NaOH	-55	-5.5	20	CHL	None	Soil5_T9	Soil5_B07_-55_CHL	1	Soil5_T9_Slurry_CHL_None_-55_R1	Soil5_pH5.32	T9	5.32	91920	2408	2880	5288	86632	8.123123123	4.123333333	4.12	16.3827534
Soil5_SampleA2	SetA	A02	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_None_None_-35	Slurry	HCl_NaOH	-35	-3.5	20	None	None	Soil5_T9	Soil5_A02_-35_None	1	Soil5_T9_Slurry_None_None_-35_R1	Soil5_pH5.32	T9	5.32	42504	499	818	1317	41187	7.810810811	4.096666667	4.163333333	31.27334852
Soil5_SampleA20	SetA	B08	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_CHL_None_-28	Slurry	HCl_NaOH	-28	-2.8	20	CHL	None	Soil5_T9	Soil5_B08_-28_CHL	1	Soil5_T9_Slurry_CHL_None_-28_R1	Soil5_pH5.32	T9	5.32	59301	1316	1701	3017	56284	7.27027027	4.123333333	4.12	18.65561816
Soil5_SampleA21	SetA	B09	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_CHL_None_-19	Slurry	HCl_NaOH	-19	-1.9	20	CHL	None	Soil5_T9	Soil5_B09_-19_CHL	1	Soil5_T9_Slurry_CHL_None_-19_R1	Soil5_pH5.32	T9	5.32	114606	3065	3899	6964	107642	6.453453453	4.123333333	4.12	15.45692131
Soil5_SampleA22	SetA	B10	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_CHL_None_-12	Slurry	HCl_NaOH	-12	-1.2	20	CHL	None	Soil5_T9	Soil5_B10_-12_CHL	1	Soil5_T9_Slurry_CHL_None_-12_R1	Soil5_pH5.32	T9	5.32	125696	4184	5076	9260	116436	5.216216216	4.123333333	4.12	12.57408207
Soil5_SampleA23	SetA	B11	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_CHL_None_-5	Slurry	HCl_NaOH	-5	-0.5	20	CHL	None	Soil5_T9	Soil5_B11_-5_CHL	1	Soil5_T9_Slurry_CHL_None_-5_R1	Soil5_pH5.32	T9	5.32	92622	3349	4315	7664	84958	4.555555556	4.123333333	4.12	11.08533403
Soil5_SampleA24	SetA	B12	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_CHL_None_20	Slurry	HCl_NaOH	20	2	20	CHL	None	Soil5_T9	Soil5_B12_20_CHL	1	Soil5_T9_Slurry_CHL_None_20_R1	Soil5_pH5.32	T9	5.32	100629	18293	22782	41075	59554	2.981981982	4.123333333	4.12	1.449884358
Soil5_SampleA25	SetA	C01	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_None_None_-100	Slurry	HCl_NaOH	-100	-10	20	None	None	Soil5_T9	Soil5_C01_-100_None	2	Soil5_T9_Slurry_None_None_-100_R2	Soil5_pH5.32	T9	5.32	81938	1115	2013	3128	78810	8.5	4.096666667	4.163333333	25.19501279
Soil5_SampleA26	SetA	C02	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_None_None_-35	Slurry	HCl_NaOH	-35	-3.5	20	None	None	Soil5_T9	Soil5_C02_-35_None	2	Soil5_T9_Slurry_None_None_-35_R2	Soil5_pH5.32	T9	5.32	48971	624	1005	1629	47342	7.810810811	4.096666667	4.163333333	29.06200123
Soil5_SampleA27	SetA	C03	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_None_None_-23	Slurry	HCl_NaOH	-23	-2.3	20	None	None	Soil5_T9	Soil5_C03_-23_None	2	Soil5_T9_Slurry_None_None_-23_R2	Soil5_pH5.32	T9	5.32	89926	1221	1986	3207	86719	7.21021021	4.096666667	4.163333333	27.04053633
Soil5_SampleA28	SetA	C04	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_None_None_-15	Slurry	HCl_NaOH	-15	-1.5	20	None	None	Soil5_T9	Soil5_C04_-15_None	2	Soil5_T9_Slurry_None_None_-15_R2	Soil5_pH5.32	T9	5.32	41636	666	887	1553	40083	6.333333333	4.096666667	4.163333333	25.81004507
Soil5_SampleA29	SetA	C05	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_None_None_-9	Slurry	HCl_NaOH	-9	-0.9	20	None	None	Soil5_T9	Soil5_C05_-9_None	2	Soil5_T9_Slurry_None_None_-9_R2	Soil5_pH5.32	T9	5.32	72739	1253	1662	2915	69824	5.156156156	4.096666667	4.163333333	23.95334477
Soil5_SampleA3	SetA	A03	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_None_None_-23	Slurry	HCl_NaOH	-23	-2.3	20	None	None	Soil5_T9	Soil5_A03_-23_None	1	Soil5_T9_Slurry_None_None_-23_R1	Soil5_pH5.32	T9	5.32	99944	1357	2344	3701	96243	7.21021021	4.096666667	4.163333333	26.00459335
Soil5_SampleA30	SetA	C06	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_None_None_7	Slurry	HCl_NaOH	7	0.7	20	None	None	Soil5_T9	Soil5_C06_7_None	2	Soil5_T9_Slurry_None_None_7_R2	Soil5_pH5.32	T9	5.32	97626	3731	4315	8046	89580	3.774774775	4.096666667	4.163333333	11.13348248
Soil5_SampleA31	SetA	C07	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_CHL_None_-100	Slurry	HCl_NaOH	-100	-10	20	CHL	None	Soil5_T9	Soil5_C07_-100_CHL	2	Soil5_T9_Slurry_CHL_None_-100_R2	Soil5_pH5.32	T9	5.32	70096	2271	2845	5116	64980	8.49	4.123333333	4.12	12.70132916
Soil5_SampleA32	SetA	C08	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_CHL_None_-35	Slurry	HCl_NaOH	-35	-3.5	20	CHL	None	Soil5_T9	Soil5_C08_-35_CHL	2	Soil5_T9_Slurry_CHL_None_-35_R2	Soil5_pH5.32	T9	5.32	49340	1193	1412	2605	46735	7.702702703	4.123333333	4.12	17.94049904
Soil5_SampleA33	SetA	C09	0	2	0	Soil5	Soil5_CE201	Soil5_T9_Slurry_CHL_None_-23	Slurry	HCl_NaOH	-23	-2.3	20	CHL	None	Soil5_T9	Soil5_C09_-23_CHL	2	Soil5_T9_Slurry_CHL_None_-23_R2	Soil5_pH5.32	T9	5.32	107506	2765	3111	5876	101630	6.933933934	4.123333333	4.12	17.29577944
